,Month 0,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12
"Z(1, 0, 1, 1, 1, 2)",16901,16901,16901,16901,16901,16901,16901,16901,16901,16901,16901,16901,16901,16901
"Z(1, 0, 1, 1, 2, 0)",16031,16031,16031,16031,16031,16031,16031,16031,16031,16031,16031,16031,16031,16031
"Z(1, 0, 1, 1, 2, 1)",13161,13161,13161,13161,13161,13161,13161,13161,13161,13161,13161,13161,13161,13161
"Z(1, 0, 1, 1, 2, 2)",19155,19155,19155,19155,19155,19155,19155,19155,19155,19155,19155,19155,19155,19155
"Z(1, 0, 1, 1, 3, 0)",18631,18631,18631,18631,18631,18631,18631,18631,18631,18631,18631,18631,18631,18631
"Z(1, 0, 1, 1, 3, 1)",16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187
"Z(1, 0, 1, 1, 3, 2)",22787,22787,22787,22787,22787,22787,22787,22787,22787,22787,22787,22787,22787,22787
"Z(1, 1, 0, 1, 0, 0)",18069,18069,18069,18069,18069,18069,18069,18069,18069,18069,18069,18069,18069,18069
"Z(1, 1, 0, 1, 0, 1)",26211,26211,26211,26211,26211,26211,26211,26211,26211,26211,26211,26211,26211,26211
"Z(1, 1, 0, 1, 0, 2)",17209,17209,17209,17209,17209,17209,17209,17209,17209,17209,17209,17209,17209,17209
"Z(1, 1, 0, 1, 1, 0)",22744,22744,22744,22744,22744,22744,22744,22744,22744,22744,22744,22744,22744,22744
"Z(1, 1, 0, 1, 1, 1)",24568,24568,24568,24568,24568,24568,24568,24568,24568,24568,24568,24568,24568,24568
"Z(1, 1, 0, 1, 1, 2)",20796,20796,20796,20796,20796,20796,20796,20796,20796,20796,20796,20796,20796,20796
"Z(1, 1, 0, 1, 2, 0)",22020,22020,22020,22020,22020,22020,22020,22020,22020,22020,22020,22020,22020,22020
"Z(1, 1, 0, 1, 2, 1)",29025,29025,29025,29025,29025,29025,29025,29025,29025,29025,29025,29025,29025,29025
"Z(1, 1, 0, 1, 2, 2)",27297,27297,27297,27297,27297,27297,27297,27297,27297,27297,27297,27297,27297,27297
"Z(1, 1, 0, 1, 3, 0)",26823,26823,26823,26823,26823,26823,26823,26823,26823,26823,26823,26823,26823,26823
"Z(1, 1, 0, 1, 3, 1)",40285,40285,40285,40285,40285,40285,40285,40285,40285,40285,40285,40285,40285,40285
"Z(1, 1, 0, 1, 3, 2)",32682,32682,32682,32682,32682,32682,32682,32682,32682,32682,32682,32682,32682,32682
"Z(1, 1, 1, 0, 0, 0)",18063,18063,18063,18063,18063,18063,18063,18063,18063,18063,18063,18063,18063,18063
"Z(1, 1, 1, 0, 0, 1)",26168,26168,26168,26168,26168,26168,26168,26168,26168,26168,26168,26168,26168,26168
"Z(1, 1, 1, 0, 0, 2)",17379,17379,17379,17379,17379,17379,17379,17379,17379,17379,17379,17379,17379,17379
"Z(1, 1, 1, 0, 1, 0)",22744,22744,22744,22744,22744,22744,22744,22744,22744,22744,22744,22744,22744,22744
"Z(1, 1, 1, 0, 1, 1)",24539,24539,24539,24539,24539,24539,24539,24539,24539,24539,24539,24539,24539,24539
"Z(1, 1, 1, 0, 1, 2)",21043,21043,21043,21043,21043,21043,21043,21043,21043,21043,21043,21043,21043,21043
"Z(1, 1, 1, 0, 2, 0)",22019,22019,22019,22019,22019,22019,22019,22019,22019,22019,22019,22019,22019,22019
"Z(1, 1, 1, 0, 2, 1)",28989,28989,28989,28989,28989,28989,28989,28989,28989,28989,28989,28989,28989,28989
"Z(1, 1, 1, 0, 2, 2)",27545,27545,27545,27545,27545,27545,27545,27545,27545,27545,27545,27545,27545,27545
"Z(1, 1, 1, 0, 3, 0)",26843,26843,26843,26843,26843,26843,26843,26843,26843,26843,26843,26843,26843,26843
"Z(1, 1, 1, 0, 3, 1)",40264,40264,40264,40264,40264,40264,40264,40264,40264,40264,40264,40264,40264,40264
"Z(1, 1, 1, 0, 3, 2)",33010,33010,33010,33010,33010,33010,33010,33010,33010,33010,33010,33010,33010,33010
"Z(1, 1, 1, 1, 0, 0)",18900,18900,18900,18900,18900,18900,18900,18900,18900,18900,18900,18900,18900,18900
"Z(1, 1, 1, 1, 0, 1)",26480,26480,26480,26480,26480,26480,26480,26480,26480,26480,26480,26480,26480,26480
"Z(1, 1, 1, 1, 0, 2)",18383,18383,18383,18383,18383,18383,18383,18383,18383,18383,18383,18383,18383,18383
"Z(1, 1, 1, 1, 1, 0)",23836,23836,23836,23836,23836,23836,23836,23836,23836,23836,23836,23836,23836,23836
"Z(1, 1, 1, 1, 1, 1)",24839,24839,24839,24839,24839,24839,24839,24839,24839,24839,24839,24839,24839,24839
"Z(1, 1, 1, 1, 1, 2)",22295,22295,22295,22295,22295,22295,22295,22295,22295,22295,22295,22295,22295,22295
"Z(1, 1, 1, 1, 2, 0)",23078,23078,23078,23078,23078,23078,23078,23078,23078,23078,23078,23078,23078,23078
"Z(1, 1, 1, 1, 2, 1)",29339,29339,29339,29339,29339,29339,29339,29339,29339,29339,29339,29339,29339,29339
"Z(1, 1, 1, 1, 2, 2)",29070,29070,29070,29070,29070,29070,29070,29070,29070,29070,29070,29070,29070,29070
"Z(1, 1, 1, 1, 3, 0)",28315,28315,28315,28315,28315,28315,28315,28315,28315,28315,28315,28315,28315,28315
"Z(1, 1, 1, 1, 3, 1)",40763,40763,40763,40763,40763,40763,40763,40763,40763,40763,40763,40763,40763,40763
"Z(1, 1, 1, 1, 3, 2)",35022,35022,35022,35022,35022,35022,35022,35022,35022,35022,35022,35022,35022,35022
"Z(1, 2, 0, 1, 0, 0)",10511,10511,10511,10511,10511,10511,10511,10511,10511,10511,10511,10511,10511,10511
"Z(1, 2, 0, 1, 0, 1)",11087,11087,11087,11087,11087,11087,11087,11087,11087,11087,11087,11087,11087,11087
"Z(1, 2, 0, 1, 0, 2)",10413,10413,10413,10413,10413,10413,10413,10413,10413,10413,10413,10413,10413,10413
"Z(1, 2, 0, 1, 1, 0)",12476,12476,12476,12476,12476,12476,12476,12476,12476,12476,12476,12476,12476,12476
"Z(1, 2, 0, 1, 1, 1)",14932,14932,14932,14932,14932,14932,14932,14932,14932,14932,14932,14932,14932,14932
"Z(1, 2, 0, 1, 1, 2)",12612,12612,12612,12612,12612,12612,12612,12612,12612,12612,12612,12612,12612,12612
"Z(1, 2, 0, 1, 2, 0)",12258,12258,12258,12258,12258,12258,12258,12258,12258,12258,12258,12258,12258,12258
"Z(1, 2, 0, 1, 2, 1)",14014,14014,14014,14014,14014,14014,14014,14014,14014,14014,14014,14014,14014,14014
"Z(1, 2, 0, 1, 2, 2)",10984,10984,10984,10984,10984,10984,10984,10984,10984,10984,10984,10984,10984,10984
"Z(1, 2, 0, 1, 3, 0)",13513,13513,13513,13513,13513,13513,13513,13513,13513,13513,13513,13513,13513,13513
"Z(1, 2, 0, 1, 3, 1)",13135,13135,13135,13135,13135,13135,13135,13135,13135,13135,13135,13135,13135,13135
"Z(1, 2, 0, 1, 3, 2)",11526,11526,11526,11526,11526,11526,11526,11526,11526,11526,11526,11526,11526,11526
"Z(1, 2, 1, 0, 0, 0)",10492,10492,10492,10492,10492,10492,10492,10492,10492,10492,10492,10492,10492,10492
"Z(1, 2, 1, 0, 0, 1)",11051,11051,11051,11051,11051,11051,11051,11051,11051,11051,11051,11051,11051,11051
"Z(1, 2, 1, 0, 0, 2)",11212,11212,11212,11212,11212,11212,11212,11212,11212,11212,11212,11212,11212,11212
"Z(1, 2, 1, 0, 1, 0)",12457,12457,12457,12457,12457,12457,12457,12457,12457,12457,12457,12457,12457,12457
"Z(1, 2, 1, 0, 1, 1)",14904,14904,14904,14904,14904,14904,14904,14904,14904,14904,14904,14904,14904,14904
"Z(1, 2, 1, 0, 1, 2)",13896,13896,13896,13896,13896,13896,13896,13896,13896,13896,13896,13896,13896,13896
"Z(1, 2, 1, 0, 2, 0)",12239,12239,12239,12239,12239,12239,12239,12239,12239,12239,12239,12239,12239,12239
"Z(1, 2, 1, 0, 2, 1)",13977,13977,13977,13977,13977,13977,13977,13977,13977,13977,13977,13977,13977,13977
"Z(1, 2, 1, 0, 2, 2)",11623,11623,11623,11623,11623,11623,11623,11623,11623,11623,11623,11623,11623,11623
"Z(1, 2, 1, 0, 3, 0)",13499,13499,13499,13499,13499,13499,13499,13499,13499,13499,13499,13499,13499,13499
"Z(1, 2, 1, 0, 3, 1)",13097,13097,13097,13097,13097,13097,13097,13097,13097,13097,13097,13097,13097,13097
"Z(1, 2, 1, 0, 3, 2)",12236,12236,12236,12236,12236,12236,12236,12236,12236,12236,12236,12236,12236,12236
"Z(1, 2, 1, 1, 0, 0)",10873,10873,10873,10873,10873,10873,10873,10873,10873,10873,10873,10873,10873,10873
"Z(1, 2, 1, 1, 0, 1)",11178,11178,11178,11178,11178,11178,11178,11178,11178,11178,11178,11178,11178,11178
"Z(1, 2, 1, 1, 0, 2)",12593,12593,12593,12593,12593,12593,12593,12593,12593,12593,12593,12593,12593,12593
"Z(1, 2, 1, 1, 1, 0)",12925,12925,12925,12925,12925,12925,12925,12925,12925,12925,12925,12925,12925,12925
"Z(1, 2, 1, 1, 1, 1)",15083,15083,15083,15083,15083,15083,15083,15083,15083,15083,15083,15083,15083,15083
"Z(1, 2, 1, 1, 1, 2)",15670,15670,15670,15670,15670,15670,15670,15670,15670,15670,15670,15670,15670,15670
"Z(1, 2, 1, 1, 2, 0)",12704,12704,12704,12704,12704,12704,12704,12704,12704,12704,12704,12704,12704,12704
"Z(1, 2, 1, 1, 2, 1)",14141,14141,14141,14141,14141,14141,14141,14141,14141,14141,14141,14141,14141,14141
"Z(1, 2, 1, 1, 2, 2)",12596,12596,12596,12596,12596,12596,12596,12596,12596,12596,12596,12596,12596,12596
"Z(1, 2, 1, 1, 3, 0)",14065,14065,14065,14065,14065,14065,14065,14065,14065,14065,14065,14065,14065,14065
"Z(1, 2, 1, 1, 3, 1)",13250,13250,13250,13250,13250,13250,13250,13250,13250,13250,13250,13250,13250,13250
"Z(1, 2, 1, 1, 3, 2)",13287,13287,13287,13287,13287,13287,13287,13287,13287,13287,13287,13287,13287,13287
"Z(2, 0, 0, 1, 0, 0)",9855,9855,9855,9855,9855,9855,9855,9855,9855,9855,9855,9855,9855,9855
"Z(2, 0, 0, 1, 0, 1)",8577,8577,8577,8577,8577,8577,8577,8577,8577,8577,8577,8577,8577,8577
"Z(2, 0, 0, 1, 0, 2)",10833,10833,10833,10833,10833,10833,10833,10833,10833,10833,10833,10833,10833,10833
"Z(2, 0, 0, 1, 1, 0)",9959,9959,9959,9959,9959,9959,9959,9959,9959,9959,9959,9959,9959,9959
"Z(2, 0, 0, 1, 1, 1)",9847,9847,9847,9847,9847,9847,9847,9847,9847,9847,9847,9847,9847,9847
"Z(2, 0, 0, 1, 1, 2)",10923,10923,10923,10923,10923,10923,10923,10923,10923,10923,10923,10923,10923,10923
"Z(2, 0, 0, 1, 2, 0)",10039,10039,10039,10039,10039,10039,10039,10039,10039,10039,10039,10039,10039,10039
"Z(2, 0, 0, 1, 2, 1)",8609,8609,8609,8609,8609,8609,8609,8609,8609,8609,8609,8609,8609,8609
"Z(2, 0, 0, 1, 2, 2)",8195,8195,8195,8195,8195,8195,8195,8195,8195,8195,8195,8195,8195,8195
"Z(2, 0, 0, 1, 3, 0)",9675,9675,9675,9675,9675,9675,9675,9675,9675,9675,9675,9675,9675,9675
"Z(2, 0, 0, 1, 3, 1)",7599,7599,7599,7599,7599,7599,7599,7599,7599,7599,7599,7599,7599,7599
"Z(2, 0, 0, 1, 3, 2)",8043,8043,8043,8043,8043,8043,8043,8043,8043,8043,8043,8043,8043,8043
"Z(2, 0, 1, 0, 0, 0)",9844,9844,9844,9844,9844,9844,9844,9844,9844,9844,9844,9844,9844,9844
"Z(2, 0, 1, 0, 0, 1)",8544,8544,8544,8544,8544,8544,8544,8544,8544,8544,8544,8544,8544,8544
"Z(2, 0, 1, 0, 0, 2)",10823,10823,10823,10823,10823,10823,10823,10823,10823,10823,10823,10823,10823,10823
"Z(2, 0, 1, 0, 1, 0)",9946,9946,9946,9946,9946,9946,9946,9946,9946,9946,9946,9946,9946,9946
"Z(2, 0, 1, 0, 1, 1)",9815,9815,9815,9815,9815,9815,9815,9815,9815,9815,9815,9815,9815,9815
"Z(2, 0, 1, 0, 1, 2)",10914,10914,10914,10914,10914,10914,10914,10914,10914,10914,10914,10914,10914,10914
"Z(2, 0, 1, 0, 2, 0)",10027,10027,10027,10027,10027,10027,10027,10027,10027,10027,10027,10027,10027,10027
"Z(2, 0, 1, 0, 2, 1)",8577,8577,8577,8577,8577,8577,8577,8577,8577,8577,8577,8577,8577,8577
"Z(2, 0, 1, 0, 2, 2)",8173,8173,8173,8173,8173,8173,8173,8173,8173,8173,8173,8173,8173,8173
"Z(2, 0, 1, 0, 3, 0)",9664,9664,9664,9664,9664,9664,9664,9664,9664,9664,9664,9664,9664,9664
"Z(2, 0, 1, 0, 3, 1)",7569,7569,7569,7569,7569,7569,7569,7569,7569,7569,7569,7569,7569,7569
"Z(2, 0, 1, 0, 3, 2)",8021,8021,8021,8021,8021,8021,8021,8021,8021,8021,8021,8021,8021,8021
"Z(2, 0, 1, 1, 0, 0)",10249,10249,10249,10249,10249,10249,10249,10249,10249,10249,10249,10249,10249,10249
"Z(2, 0, 1, 1, 0, 1)",8643,8643,8643,8643,8643,8643,8643,8643,8643,8643,8643,8643,8643,8643
"Z(2, 0, 1, 1, 0, 2)",11295,11295,11295,11295,11295,11295,11295,11295,11295,11295,11295,11295,11295,11295
"Z(2, 0, 1, 1, 1, 0)",10351,10351,10351,10351,10351,10351,10351,10351,10351,10351,10351,10351,10351,10351
"Z(2, 0, 1, 1, 1, 1)",9930,9930,9930,9930,9930,9930,9930,9930,9930,9930,9930,9930,9930,9930
"Z(2, 0, 1, 1, 1, 2)",11407,11407,11407,11407,11407,11407,11407,11407,11407,11407,11407,11407,11407,11407
"Z(2, 0, 1, 1, 2, 0)",10440,10440,10440,10440,10440,10440,10440,10440,10440,10440,10440,10440,10440,10440
"Z(2, 0, 1, 1, 2, 1)",8677,8677,8677,8677,8677,8677,8677,8677,8677,8677,8677,8677,8677,8677
"Z(2, 0, 1, 1, 2, 2)",8407,8407,8407,8407,8407,8407,8407,8407,8407,8407,8407,8407,8407,8407
"Z(2, 0, 1, 1, 3, 0)",10063,10063,10063,10063,10063,10063,10063,10063,10063,10063,10063,10063,10063,10063
"Z(2, 0, 1, 1, 3, 1)",7656,7656,7656,7656,7656,7656,7656,7656,7656,7656,7656,7656,7656,7656
"Z(2, 0, 1, 1, 3, 2)",8254,8254,8254,8254,8254,8254,8254,8254,8254,8254,8254,8254,8254,8254
"Z(2, 1, 0, 1, 0, 0)",11149,11149,11149,11149,11149,11149,11149,11149,11149,11149,11149,11149,11149,11149
"Z(2, 1, 0, 1, 0, 1)",12524,12524,12524,12524,12524,12524,12524,12524,12524,12524,12524,12524,12524,12524
"Z(2, 1, 0, 1, 0, 2)",11582,11582,11582,11582,11582,11582,11582,11582,11582,11582,11582,11582,11582,11582
"Z(2, 1, 0, 1, 1, 0)",13271,13271,13271,13271,13271,13271,13271,13271,13271,13271,13271,13271,13271,13271
"Z(2, 1, 0, 1, 1, 1)",15752,15752,15752,15752,15752,15752,15752,15752,15752,15752,15752,15752,15752,15752
"Z(2, 1, 0, 1, 1, 2)",13760,13760,13760,13760,13760,13760,13760,13760,13760,13760,13760,13760,13760,13760
"Z(2, 1, 0, 1, 2, 0)",12997,12997,12997,12997,12997,12997,12997,12997,12997,12997,12997,12997,12997,12997
"Z(2, 1, 0, 1, 2, 1)",14838,14838,14838,14838,14838,14838,14838,14838,14838,14838,14838,14838,14838,14838
"Z(2, 1, 0, 1, 2, 2)",11881,11881,11881,11881,11881,11881,11881,11881,11881,11881,11881,11881,11881,11881
"Z(2, 1, 0, 1, 3, 0)",14753,14753,14753,14753,14753,14753,14753,14753,14753,14753,14753,14753,14753,14753
"Z(2, 1, 0, 1, 3, 1)",14098,14098,14098,14098,14098,14098,14098,14098,14098,14098,14098,14098,14098,14098
"Z(2, 1, 0, 1, 3, 2)",12005,12005,12005,12005,12005,12005,12005,12005,12005,12005,12005,12005,12005,12005
"Z(2, 1, 1, 0, 0, 0)",11130,11130,11130,11130,11130,11130,11130,11130,11130,11130,11130,11130,11130,11130
"Z(2, 1, 1, 0, 0, 1)",12508,12508,12508,12508,12508,12508,12508,12508,12508,12508,12508,12508,12508,12508
"Z(2, 1, 1, 0, 0, 2)",11269,11269,11269,11269,11269,11269,11269,11269,11269,11269,11269,11269,11269,11269
"Z(2, 1, 1, 0, 1, 0)",13251,13251,13251,13251,13251,13251,13251,13251,13251,13251,13251,13251,13251,13251
"Z(2, 1, 1, 0, 1, 1)",15782,15782,15782,15782,15782,15782,15782,15782,15782,15782,15782,15782,15782,15782
"Z(2, 1, 1, 0, 1, 2)",13423,13423,13423,13423,13423,13423,13423,13423,13423,13423,13423,13423,13423,13423
"Z(2, 1, 1, 0, 2, 0)",12978,12978,12978,12978,12978,12978,12978,12978,12978,12978,12978,12978,12978,12978
"Z(2, 1, 1, 0, 2, 1)",14840,14840,14840,14840,14840,14840,14840,14840,14840,14840,14840,14840,14840,14840
"Z(2, 1, 1, 0, 2, 2)",11637,11637,11637,11637,11637,11637,11637,11637,11637,11637,11637,11637,11637,11637
"Z(2, 1, 1, 0, 3, 0)",14739,14739,14739,14739,14739,14739,14739,14739,14739,14739,14739,14739,14739,14739
"Z(2, 1, 1, 0, 3, 1)",14092,14092,14092,14092,14092,14092,14092,14092,14092,14092,14092,14092,14092,14092
"Z(2, 1, 1, 0, 3, 2)",11768,11768,11768,11768,11768,11768,11768,11768,11768,11768,11768,11768,11768,11768
"Z(2, 1, 1, 1, 0, 0)",11526,11526,11526,11526,11526,11526,11526,11526,11526,11526,11526,11526,11526,11526
"Z(2, 1, 1, 1, 0, 1)",12662,12662,12662,12662,12662,12662,12662,12662,12662,12662,12662,12662,12662,12662
"Z(2, 1, 1, 1, 0, 2)",12094,12094,12094,12094,12094,12094,12094,12094,12094,12094,12094,12094,12094,12094
"Z(2, 1, 1, 1, 1, 0)",13742,13742,13742,13742,13742,13742,13742,13742,13742,13742,13742,13742,13742,13742
"Z(2, 1, 1, 1, 1, 1)",15997,15997,15997,15997,15997,15997,15997,15997,15997,15997,15997,15997,15997,15997
"Z(2, 1, 1, 1, 1, 2)",14422,14422,14422,14422,14422,14422,14422,14422,14422,14422,14422,14422,14422,14422
"Z(2, 1, 1, 1, 2, 0)",13462,13462,13462,13462,13462,13462,13462,13462,13462,13462,13462,13462,13462,13462
"Z(2, 1, 1, 1, 2, 1)",15031,15031,15031,15031,15031,15031,15031,15031,15031,15031,15031,15031,15031,15031
"Z(2, 1, 1, 1, 2, 2)",12199,12199,12199,12199,12199,12199,12199,12199,12199,12199,12199,12199,12199,12199
"Z(2, 1, 1, 1, 3, 0)",15359,15359,15359,15359,15359,15359,15359,15359,15359,15359,15359,15359,15359,15359
"Z(2, 1, 1, 1, 3, 1)",14272,14272,14272,14272,14272,14272,14272,14272,14272,14272,14272,14272,14272,14272
"Z(2, 1, 1, 1, 3, 2)",12349,12349,12349,12349,12349,12349,12349,12349,12349,12349,12349,12349,12349,12349
"Z(2, 2, 0, 1, 0, 0)",8391,8391,8391,8391,8391,8391,8391,8391,8391,8391,8391,8391,8391,8391
"Z(2, 2, 0, 1, 0, 1)",7841,7841,7841,7841,7841,7841,7841,7841,7841,7841,7841,7841,7841,7841
"Z(2, 2, 0, 1, 0, 2)",9850,9850,9850,9850,9850,9850,9850,9850,9850,9850,9850,9850,9850,9850
"Z(2, 2, 0, 1, 1, 0)",8524,8524,8524,8524,8524,8524,8524,8524,8524,8524,8524,8524,8524,8524
"Z(2, 2, 0, 1, 1, 1)",11117,11117,11117,11117,11117,11117,11117,11117,11117,11117,11117,11117,11117,11117
"Z(2, 2, 0, 1, 1, 2)",10393,10393,10393,10393,10393,10393,10393,10393,10393,10393,10393,10393,10393,10393
"Z(2, 2, 0, 1, 2, 0)",8601,8601,8601,8601,8601,8601,8601,8601,8601,8601,8601,8601,8601,8601
"Z(2, 2, 0, 1, 2, 1)",8182,8182,8182,8182,8182,8182,8182,8182,8182,8182,8182,8182,8182,8182
"Z(2, 2, 0, 1, 2, 2)",7071,7071,7071,7071,7071,7071,7071,7071,7071,7071,7071,7071,7071,7071
"Z(2, 2, 0, 1, 3, 0)",8339,8339,8339,8339,8339,8339,8339,8339,8339,8339,8339,8339,8339,8339
"Z(2, 2, 0, 1, 3, 1)",6814,6814,6814,6814,6814,6814,6814,6814,6814,6814,6814,6814,6814,6814
"Z(2, 2, 0, 1, 3, 2)",7098,7098,7098,7098,7098,7098,7098,7098,7098,7098,7098,7098,7098,7098
"Z(2, 2, 1, 0, 0, 0)",8371,8371,8371,8371,8371,8371,8371,8371,8371,8371,8371,8371,8371,8371
"Z(2, 2, 1, 0, 0, 1)",7811,7811,7811,7811,7811,7811,7811,7811,7811,7811,7811,7811,7811,7811
"Z(2, 2, 1, 0, 0, 2)",8560,8560,8560,8560,8560,8560,8560,8560,8560,8560,8560,8560,8560,8560
"Z(2, 2, 1, 0, 1, 0)",8504,8504,8504,8504,8504,8504,8504,8504,8504,8504,8504,8504,8504,8504
"Z(2, 2, 1, 0, 1, 1)",11097,11097,11097,11097,11097,11097,11097,11097,11097,11097,11097,11097,11097,11097
"Z(2, 2, 1, 0, 1, 2)",8940,8940,8940,8940,8940,8940,8940,8940,8940,8940,8940,8940,8940,8940
"Z(2, 2, 1, 0, 2, 0)",8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581
"Z(2, 2, 1, 0, 2, 1)",8154,8154,8154,8154,8154,8154,8154,8154,8154,8154,8154,8154,8154,8154
"Z(2, 2, 1, 0, 2, 2)",6535,6535,6535,6535,6535,6535,6535,6535,6535,6535,6535,6535,6535,6535
"Z(2, 2, 1, 0, 3, 0)",8319,8319,8319,8319,8319,8319,8319,8319,8319,8319,8319,8319,8319,8319
"Z(2, 2, 1, 0, 3, 1)",6786,6786,6786,6786,6786,6786,6786,6786,6786,6786,6786,6786,6786,6786
"Z(2, 2, 1, 0, 3, 2)",6566,6566,6566,6566,6566,6566,6566,6566,6566,6566,6566,6566,6566,6566
"Z(2, 2, 1, 1, 0, 0)",8636,8636,8636,8636,8636,8636,8636,8636,8636,8636,8636,8636,8636,8636
"Z(2, 2, 1, 1, 0, 1)",7900,7900,7900,7900,7900,7900,7900,7900,7900,7900,7900,7900,7900,7900
"Z(2, 2, 1, 1, 0, 2)",10505,10505,10505,10505,10505,10505,10505,10505,10505,10505,10505,10505,10505,10505
"Z(2, 2, 1, 1, 1, 0)",8772,8772,8772,8772,8772,8772,8772,8772,8772,8772,8772,8772,8772,8772
"Z(2, 2, 1, 1, 1, 1)",11230,11230,11230,11230,11230,11230,11230,11230,11230,11230,11230,11230,11230,11230
"Z(2, 2, 1, 1, 1, 2)",11204,11204,11204,11204,11204,11204,11204,11204,11204,11204,11204,11204,11204,11204
"Z(2, 2, 1, 1, 2, 0)",8858,8858,8858,8858,8858,8858,8858,8858,8858,8858,8858,8858,8858,8858
"Z(2, 2, 1, 1, 2, 1)",8249,8249,8249,8249,8249,8249,8249,8249,8249,8249,8249,8249,8249,8249
"Z(2, 2, 1, 1, 2, 2)",7132,7132,7132,7132,7132,7132,7132,7132,7132,7132,7132,7132,7132,7132
"Z(2, 2, 1, 1, 3, 0)",8582,8582,8582,8582,8582,8582,8582,8582,8582,8582,8582,8582,8582,8582
"Z(2, 2, 1, 1, 3, 1)",6863,6863,6863,6863,6863,6863,6863,6863,6863,6863,6863,6863,6863,6863
"Z(2, 2, 1, 1, 3, 2)",7162,7162,7162,7162,7162,7162,7162,7162,7162,7162,7162,7162,7162,7162
